danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,time_signature,duration_ms,explicit,track.name,track.popularity,track.album.name,key_name,mode_name,key_mode,billboard_year,billboard_rank,ARTIST,Hit
0.665,0.673,-7.95,0.0493,0.259,7.62E-06,0.497,0.779,132.642,5Wj1rJnCLpMHdLaxsFtJLs,4,322548,FALSE,Bennie And The Jets - Remastered 2014,70,Goodbye Yellow Brick Road (Remastered),C,major,C major,0,0,Elton John,0
0.414,0.428,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,2TVxnKdb3tqe1nhQWwwZCO,4,377093,FALSE,Tiny Dancer,74,Madman Across The Water,C,major,C major,0,0,Elton John,0
0.791,0.733,-5.465,0.0633,0.523,0.0016,0.167,0.962,105.853,714hERk9U1W8FMYkoC83CO,4,244920,FALSE,You Sexy Thing,68,Hot Chocolate,F,major,F major,0,0,Hot Chocolate,0
0.541,0.711,-13.492,0.0383,0.0635,0.0201,0.719,0.588,136.58,6aqm56xP40foYBBtAWWrnY,4,291893,FALSE,Running on Empty,61,Running on Empty / Nothing but Time (Digital 45),A,major,A major,0,0,Jackson Browne,0
0.27,0.944,-4.199,0.0975,0.00501,2.05E-05,0.116,0.606,146.347,6hTcuIQa0sxrrByu9wTD7s,4,269920,FALSE,Born to Run,70,Born To Run,E,major,E major,0,0,Bruce Springsteen,0
0.743,0.572,-9.627,0.0493,0.186,1.44E-05,0.163,0.675,122.658,28285KFbyCq8sJofn58qlD,4,178400,FALSE,Love Train,67,Back Stabbers,C,major,C major,0,0,The O'Jays,0
0.456,0.696,-10,0.0653,0.291,0.000207,0.0853,0.508,142.156,7kNNylJ1kswWbHeRM6UDuE,4,428133,FALSE,Blinded By The Light,59,The Roaring Silence,F,major,F major,0,0,Manfred Mann's Earth Band,0
0.513,0.979,-6.362,0.0425,0.0195,0.0951,0.0906,0.94,152.875,12yHvSYFXI7PGzNecUvIDu,4,295466,FALSE,Saturday Night’s Alright (For Fighting) - Remastered 2014,64,Goodbye Yellow Brick Road (Remastered),C,major,C major,0,0,Elton John,0
0.705,0.515,-9.343,0.0337,0.365,0,0.389,0.803,112.035,2RnPATK99oGOZygnD2GTO6,4,164106,FALSE,With A Little Help From My Friends - Remastered 2009,62,Sgt. Pepper's Lonely Hearts Club Band (Remastered),E,major,E major,0,0,The Beatles,0
0.67,0.763,-6.864,0.0341,0.155,0,0.0799,0.61,114.398,4OJFkrRQqol4FsPesF8eu4,4,235666,FALSE,Saturday in the Park - 2002 Remaster,59,Chicago V (Expanded & Remastered),G,major,G major,0,0,Chicago,0
0.716,0.625,-11.369,0.0601,0.396,1.97E-05,0.134,0.826,125.276,2BY7ALEWdloFHgQZG6VMLA,4,186826,FALSE,Brandy (You're a Fine Girl),71,Looking Glass,C#,minor,C# minor,0,0,Looking Glass,0
0.712,0.681,-6.351,0.0294,0.0444,0.000235,0.0592,0.809,125.497,2hl9ONQ7YGgZGYx0OSHvIq,4,324573,FALSE,Philadelphia Freedom,54,Captain Fantastic And The Brown Dirt Cowboy,C,minor,C minor,0,0,Elton John,0
0.548,0.843,-7.32,0.0597,0.0373,1.26E-06,0.0536,0.719,129.661,4RS9PmtHQe7I0o5fEeweOY,4,188083,FALSE,Dance the Night Away - 2015 Remaster,62,Van Halen II (Remastered),G#,major,G# major,0,0,Van Halen,0
0.728,0.855,-6.031,0.0333,0.109,0.000576,0.113,0.971,133.887,35wVRTJlUu2kDkqXFegOKt,4,184717,FALSE,You Might Think,61,Heartbeat City (Expanded Edition),D,major,D major,0,0,The Cars,0
0.633,0.634,-12.115,0.0725,0.038,0.0064,0.0385,0.872,100.499,1h2xVEoJORqrg71HocgqXd,4,245493,FALSE,Superstition - Single Version,72,The Definitive Collection,G#,major,G# major,0,0,Stevie Wonder,0
0.75,0.62,-8.72,0.0257,0.0932,0.0135,0.0612,0.93,103.538,6kotXaSQaGYxE62hVpdHWu,4,209466,FALSE,Werewolves of London,60,Excitable Boy,G,major,G major,0,0,Warren Zevon,0
0.588,0.568,-9.766,0.0672,0.16,0,0.0792,0.952,106.938,4pNiE4LCVV74vfIBaUHm1b,4,232760,FALSE,Sir Duke,69,Songs In The Key Of Life,F#,major,F# major,0,0,Stevie Wonder,0
0.393,0.714,-8.521,0.0374,0.159,2.49E-06,0.312,0.769,115.522,0mwr3py9MZIOdvOrI31h6r,4,166520,FALSE,California Girls,48,50 Big Ones: Greatest Hits,B,major,B major,0,0,The Beach Boys,0
0.601,0.532,-9.119,0.0286,0.432,6.25E-06,0.0925,0.341,136.571,3gdewACMIVMEWVbyb8O9sY,4,281613,FALSE,"Rocket Man (I Think It's Going To Be A Long, Long Time)",78,Honky Chateau,A#,major,A# major,0,0,Elton John,0
0.491,0.801,-9.835,0.0361,0.27,0,0.0665,0.971,160.109,3KiexfmhxHvG5IgAElmTkd,4,173946,FALSE,I Saw Her Standing There - Remastered 2009,64,Please Please Me (Remastered),E,major,E major,0,0,The Beatles,0
0.415,0.931,-4.988,0.126,0.407,0.000501,0.114,0.339,97.953,3utq2FgD1pkmIoaWfjXWAU,4,456893,FALSE,Scenes from an Italian Restaurant,58,The Stranger (Legacy Edition),F,major,F major,0,0,Billy Joel,0
0.619,0.579,-9.307,0.0473,0.0152,6.40E-05,0.0858,0.69,127.224,4alHo6RGd0D3OUbTPExTHN,4,225626,FALSE,Just What I Needed,69,The Cars,E,major,E major,0,0,The Cars,0
0.64,0.651,-14.981,0.0517,0.142,0.28,0.0341,0.801,111.676,4c4jJJoaiY21t2TyRZgdWS,4,271573,FALSE,Magic Carpet Ride,66,The Second,E,minor,E minor,0,0,Steppenwolf,0
0.558,0.768,-9.997,0.0343,0.121,0.0626,0.124,0.429,81.909,44aTAUBF0g6sMkMNE8I5kd,4,260573,FALSE,Every Little Thing She Does Is Magic,71,Ghost In The Machine (Remastered 2003),D,major,D major,0,0,The Police,0
0.574,0.664,-11.5,0.0346,0.0737,0,0.22,0.936,122.956,2zI3bUYn2pcF27of6i2oqK,4,215666,FALSE,Jet Airliner,61,Greatest Hits 1974-78,F,major,F major,0,0,Steve Miller Band,0
0.747,0.226,-13.635,0.0414,0.908,0.000168,0.107,0.778,123.792,65jrjEhWfAvysKfnojk1i0,4,161960,FALSE,Under the Boardwalk,66,Under the Boardwalk,G,major,G major,0,0,The Drifters,0
0.349,0.692,-11.691,0.0338,0.462,0.00266,0.197,0.952,179.396,5cfYurP1XKldMBtvBBJiTs,4,288506,FALSE,Ramblin' Man,63,Dreams,C#,major,C# major,0,0,Allman Brothers Band,0
0.754,0.571,-8.547,0.0421,0.0173,0,0.3,0.82,122.463,06ypiqmILMdVeaiErMFA91,4,148893,FALSE,Drive My Car - Remastered 2009,62,Rubber Soul (Remastered),D,major,D major,0,0,The Beatles,0
0.489,0.578,-9.766,0.0418,0.234,0,0.123,0.511,78.111,2obblQ6tcePeOEVJV6nEGD,4,222951,FALSE,Cat's in the Cradle,63,Verities & Balderdash,A#,major,A# major,0,0,Harry Chapin,0
0.725,0.327,-17.714,0.0387,0.113,0.326,0.214,0.688,110.438,5Sz09kaSzvpTC8lgm5W8Mt,4,187760,FALSE,Mustang Sally,57,The Wicked Pickett,C,major,C major,0,0,Wilson Pickett,0
0.607,0.567,-15.728,0.0302,0.00177,0.000151,0.212,0.858,106.495,0qjfjKFoP7LaqLI2KI9M1Q,4,167840,FALSE,Monday Morning,55,Fleetwood Mac,C,major,C major,0,0,Fleetwood Mac,0
0.495,0.697,-12.325,0.218,0.198,0.000914,0.75,0.832,145.827,1EuqRlDP9RuzeCRVcjr1PY,4,187600,FALSE,Jungle Love,55,Book Of Dreams,G,minor,G minor,0,0,Steve Miller Band,0
0.524,0.955,-7.081,0.0411,0.00717,8.77E-06,0.659,0.869,133.849,2ccUQnjjNWT0rsNnsBpsCA,4,253733,FALSE,Surrender,65,Heaven Tonight,C,major,C major,0,0,Cheap Trick,0
0.606,0.908,-5.736,0.037,0.00532,0.823,0.245,0.773,130.12,56dtB7EzO7EneUgYwX8krC,4,159172,FALSE,Up Around The Bend,68,Cosmo's Factory,D,major,D major,0,0,Creedence Clearwater Revival,0
0.695,0.582,-11.35,0.0651,0.297,0,0.123,0.892,122.433,1orVKbp6vqtfAPOmvRofVq,4,187066,FALSE,Rock'n Me,63,Fly Like An Eagle,E,major,E major,0,0,Steve Miller Band,0
0.465,0.812,-6.398,0.0467,0.00591,0.000494,0.408,0.811,146.2,0CKxrnF9KplS21LTjkkqsW,4,255345,FALSE,Already Gone - 2013 Remaster,57,On the Border (2013 Remaster),G,major,G major,0,0,Eagles,0
0.494,0.572,-5.862,0.0332,0.0386,0.000566,0.602,0.716,124.042,0NN32Knbyo4gM1DKY9rdzg,4,225106,FALSE,Do Ya,55,A New World Record,D,major,D major,0,0,Electric Light Orchestra,0
0.664,0.88,-5.009,0.0326,0.465,1.63E-05,0.0591,0.895,133.898,16GUMo6u3D2qo9a19AkYct,4,210760,FALSE,Movin' Out (Anthony's Song),64,The Stranger (Legacy Edition),D,minor,D minor,0,0,Billy Joel,0
0.479,0.601,-8.806,0.0318,0.0832,0.00142,0.11,0.669,124.966,1H4idkmruFoJBg1DvUv2tY,4,313026,FALSE,Band On The Run - 2010 Remaster,67,Band On The Run (Standard),G,major,G major,0,0,Wings,0
0.579,0.669,-8.704,0.0326,0.253,0.0257,0.0911,0.798,175.181,2gUjs3Y8RoPpwozKyQDCUa,4,266173,FALSE,That's All - Remastered 2007,60,Genesis,E,minor,E minor,0,0,Genesis,0
0.681,0.64,-10.364,0.0346,0.605,0,0.0641,0.966,117.884,4C76SOnBa9eQDwOwe11hPz,4,137933,FALSE,Walk Like a Man,55,Big Girls Don't Cry and 12 Other Hits,D#,major,D# major,0,0,Frankie Valli & The Four Seasons,0
0.799,0.506,-9.414,0.0606,0.0453,0.00107,0.0365,0.518,140.309,5veJDT0MLsLbhYsx42GXUD,4,242666,FALSE,Don't Stand So Close To Me,66,Zenyatta Mondatta (Remastered 2003),D,major,D major,0,0,The Police,0
0.696,0.78,-12.159,0.0415,0.0427,0.149,0.298,0.954,98.699,4ZExvJvQXPEeYzGU0N3THi,4,351506,FALSE,Higher Love,62,Back In The High Life,F,major,F major,0,0,Steve Winwood,0
0.723,0.596,-13.436,0.0308,0.0187,0.00513,0.16,0.962,128.068,6lrQo6KAYvb92MGk6ZuZlt,4,249946,FALSE,Say You Love Me,61,Fleetwood Mac,A,major,A major,0,0,Fleetwood Mac,0
0.68,0.608,-12.575,0.0499,0.0729,0,0.0911,0.904,137.481,5MjwNUe4SSzAzsHoBjlPOm,4,255600,FALSE,Who Loves You,52,Who Loves You,D,major,D major,0,0,Frankie Valli & The Four Seasons,0
0.52,0.912,-7.512,0.0487,0.124,0.00151,0.239,0.702,131.403,3i25w2HOWoafnTIiWJCL71,4,370920,FALSE,Fool in the Rain - Remaster,60,In Through the out Door (Remaster),C,major,C major,0,0,Led Zeppelin,0
0.613,0.604,-9.22,0.03,0.55,0,0.105,0.9,121.833,5WtaqOJkIP8PzLxNqTUkBG,4,227706,FALSE,Sweet Talkin' Woman,32,All Over The World: The Very Best Of ELO,C,major,C major,0,0,Electric Light Orchestra,0
0.736,0.858,-6.054,0.098,0.163,9.97E-05,0.459,0.659,122.974,4mVW9vi2QnLzlbK5SoacK6,4,303543,FALSE,Little Red Corvette - 2019 Remaster,48,1999,C#,major,C# major,0,0,Prince,0
0.667,0.755,-7.246,0.069,0.0966,6.94E-05,0.0523,0.883,109.535,6gXrEUzibufX9xYPk3HD5p,4,286219,FALSE,Life in the Fast Lane - 2013 Remaster,68,Hotel California (2013 Remaster),A,major,A major,0,0,Eagles,0
0.468,0.833,-5.847,0.0324,0.00654,0.000332,0.326,0.884,131.248,76TpWFiK5YCgw1hy26DWZp,4,264413,FALSE,What Is Life - Remastered 2014,58,All Things Must Pass (Remastered 2014),E,major,E major,0,0,George Harrison,0
0.667,0.521,-13.212,0.115,0.202,6.55E-05,0.0723,0.856,117.917,2pbWkjtGtjkzBdZ95GFINm,4,307573,FALSE,Car Wash - Long Version,51,Car Wash,A,minor,A minor,0,0,Rose Royce,0
0.811,0.545,-12.969,0.0579,0.155,0.0853,0.156,0.734,105.911,4t0Pj3iBnSCZv5pDEPNmzG,4,222266,FALSE,"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",58,Main Course,G,minor,G minor,0,0,Bee Gees,0
0.488,0.871,-9.447,0.0781,0.00472,0.000776,0.676,0.518,118.986,4cgSBnNzOo9rhwzUczB7HI,4,265560,FALSE,Stone in Love,61,Escape (Bonus Track Version),G,major,G major,0,0,Journey,0
0.68,0.701,-10.36,0.036,0.316,4.72E-06,0.111,0.933,108.287,4JRem7xHp2l0kmUvt9zCKu,4,243280,FALSE,Golden Years - 2016 Remaster,61,Station to Station (2016 Remaster),F#,minor,F# minor,0,0,David Bowie,0
0.683,0.515,-10.932,0.0592,0.137,6.66E-06,0.0816,0.767,88.827,1Q34tAtTWI6RdW1qzFQiPb,4,165400,FALSE,Your Smiling Face,60,JT,C#,major,C# major,0,0,James Taylor,0
0.49,0.581,-6.566,0.0388,0.553,0.0177,0.0764,0.318,88.718,01UYpHuzHi4eB9PAbDoPY2,4,205480,FALSE,Summer Breeze,61,Seals & Crofts' Greatest Hits,F,major,F major,0,0,Seals and Crofts,0
0.754,0.483,-10.189,0.0388,0.482,0,0.0465,0.981,121.098,31HOUWxaaqIedY0fULlGa5,4,222706,FALSE,What A Fool Believes,0,Rhino Hi-Five: The Doobie Brothers [Vol. 2],G#,minor,G# minor,0,0,The Doobie Brothers,0
0.659,0.678,-8.18,0.0313,0.157,6.69E-06,0.0784,0.647,106.186,2DnJjbjNTV9Nd5NOa1KGba,4,258411,FALSE,You're so Vain,73,No Secrets,C,major,C major,0,0,Carly Simon,0
0.676,0.692,-13.093,0.052,0.668,0.00915,0.13,0.799,102.516,0RgcOUQg4qYAEt9RIdf3oB,4,170160,FALSE,Shining Star,61,That's The Way Of The World,A,major,A major,0,0,"Earth, Wind & Fire",0
0.441,0.547,-12.222,0.0337,0.13,0.000143,0.109,0.716,134.753,5VSAonaAPhhGn0G7hMYwWK,4,199573,FALSE,Sister Golden Hair,67,Hearts,E,major,E major,0,0,America,0
0.504,0.739,-7.265,0.0316,0.0179,0.08,0.0949,0.417,128.918,4D40ZlFAWsvX7lua1Kablh,4,248360,FALSE,Jet - 2010 Remaster,56,Band On The Run (Standard),A,major,A major,0,0,Wings,0
0.644,0.633,-8.006,0.0261,0.102,6.82E-05,0.227,0.647,115.193,0VwTeYNjcl30DyQlt3GPe0,4,194453,FALSE,Rhinestone Cowboy,63,Rhinestone Cowboy (Expanded Edition),C,major,C major,0,0,Glen Campbell,0
0.42,0.668,-7.35,0.0517,0.607,0.016,0.0585,0.338,125.391,67oyFnjJnn78fZP9KjeZx0,4,350573,FALSE,Goodbye Stranger - 2010 Remastered,64,Breakfast In America (Deluxe Edition),C#,major,C# major,0,0,Supertramp,0
0.266,0.389,-13.682,0.0305,0.244,1.42E-06,0.0688,0.148,140.243,74DrA5fFoGSy4xgkZarZtP,4,256173,FALSE,Dream Weaver,55,The Dream Weaver,E,major,E major,0,0,Gary Wright,0
0.561,0.754,-12.769,0.112,0.61,0.0194,0.328,0.642,100.08,3e0FzZjTXOUtiJGSClOBrI,4,282693,FALSE,Fly Like An Eagle,63,Fly Like An Eagle,A,minor,A minor,0,0,Steve Miller Band,0
0.546,0.722,-9.778,0.042,0.0697,0.000185,0.196,0.452,140.945,1U10wY6p39Zx7NrL0JRqjb,4,228053,FALSE,Turn to Stone,31,All Over The World: The Very Best Of ELO,C#,minor,C# minor,0,0,Electric Light Orchestra,0
0.714,0.935,-5.195,0.0849,0.0529,0.0934,0.0515,0.725,121.232,4qM461TqtpnP4GLRIXwEnW,4,263106,FALSE,Sussudio - 2016 Remaster,63,No Jacket Required (2016 Remaster),F,major,F major,0,0,Phil Collins,0
0.783,0.878,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626,77oU2rjC5XbjQfNe3bD6so,4,265173,FALSE,Beast Of Burden - Remastered 1994,70,Some Girls,C#,minor,C# minor,0,0,The Rolling Stones,0
0.252,0.507,-13.337,0.0442,0.00206,0.00057,0.325,0.816,196.494,0XnhQGfqfi5CnZXcONJuI5,4,150906,FALSE,Good Lovin' - Single Version,53,The Young Rascals,D,major,D major,0,0,The Young Rascals,0
0.499,0.802,-4.537,0.0547,0.0136,1.56E-06,0.128,0.504,107.705,36xEjbl8DtevPJgw6i9IuY,4,232333,FALSE,Feels like the First Time - 2008 Remaster,48,No End in Sight: The Very Best of Foreigner (Expanded),G,major,G major,0,0,Foreigner,0
0.629,0.795,-6.02,0.0278,0.136,5.44E-06,0.132,0.6,110.583,4SGBuq37Ol4HJr7pQqFMKa,3,190080,FALSE,I Got You Babe,61,Look At Us,F#,major,F# major,0,0,Sonny & Cher,0
0.544,0.873,-7.425,0.0525,0.0415,1.82E-05,0.0925,0.676,140.902,43eBgYRTmu5BJnCJDBU5Hb,4,337333,FALSE,Rio - 2009 Remaster,59,Rio (Collector's Edition),A,major,A major,0,0,Duran Duran,0
0.56,0.721,-6.669,0.0629,0.225,0.0339,0.0453,0.966,119.285,3fnPv1LRMxENr63afVhaz1,4,182706,FALSE,Honky Tonk Women,64,Honky Tonk Women / You Can't Always Get What You Want,G,major,G major,0,0,The Rolling Stones,0
0.637,0.528,-9.837,0.0394,0.163,0,0.122,0.781,106.949,6KEWtSOGKpIXGw6l1uJgsR,4,207573,FALSE,The Things We Do For Love,64,Deceptive Bends,C#,major,C# major,0,0,10cc,0
0.607,0.662,-9.456,0.0278,0.0951,8.27E-05,0.125,0.629,107.643,7hVhRCDV100Jq26NGR7adw,4,225853,FALSE,Good Times Roll,59,The Cars,E,major,E major,0,0,The Cars,0
0.541,0.81,-11.745,0.0367,0.000975,0.00158,0.0681,0.647,155.582,6J2rMSRhgb4HuX6dWgM3nJ,4,251573,FALSE,I Melt with You,59,After the Snow,C,major,C major,0,0,Modern English,0
0.193,0.498,-9.901,0.0381,0.107,0.00711,0.332,0.344,205.422,7EHmKkyAr6MZv5Y2FdZbXw,3,190333,FALSE,Lights,62,Infinity,G,major,G major,0,0,Journey,0
0.694,0.631,-7.575,0.0284,0.436,5.74E-05,0.487,0.885,119.626,4N6HYihypXOVL24bnaR4fp,4,251680,FALSE,Evil Woman,49,All Over The World: The Very Best Of ELO,A,minor,A minor,0,0,Electric Light Orchestra,0
0.545,0.64,-7.165,0.0338,0.542,0,0.19,0.407,122.864,5Te6GdFFzzd1DoS6pqSTf0,4,211653,FALSE,Livin' Thing,33,All Over The World: The Very Best Of ELO,C,major,C major,0,0,Electric Light Orchestra,0
0.645,0.809,-6.12,0.0385,0.00921,0.00108,0.106,0.966,138.978,3oyc1mIdCBGaU55wX7otqM,4,196680,FALSE,Pump It Up - 2021 Remaster,58,This Year's Model (2021 Remaster),B,major,B major,0,0,Elvis Costello & The Attractions,0
0.505,0.476,-12.897,0.0711,0.25,0.00915,0.113,0.542,99.31,2wvMC5EyaaYQwBfiwwY2xE,4,536226,FALSE,Life's Been Good,62,"But Seriously, Folks...",D,major,D major,0,0,Joe Walsh,0
0.567,0.745,-5.423,0.0264,0.402,0,0.0873,0.903,125.575,2ULL3VZf4WwBKO4vjwT7Bg,4,180133,FALSE,Sloop John B - Remastered,57,Pet Sounds (Original Mono & Stereo Mix Versions),G#,major,G# major,0,0,The Beach Boys,0
0.523,0.341,-14.034,0.0388,0.313,0.000114,0.621,0.355,77.487,5dFoWIiJ2814hRwMYDcFiU,4,313373,FALSE,She's Gone,62,Abandoned Luncheonette,E,major,E major,0,0,Daryl Hall & John Oates,0
0.568,0.634,-12.336,0.0282,0.494,0.00281,0.252,0.866,142.686,40h65HAR8COEoqkMwUUQHu,4,257962,FALSE,Peaceful Easy Feeling - 2013 Remaster,67,Eagles (2013 Remaster),E,major,E major,0,0,Eagles,0
0.403,0.644,-8.608,0.0439,0.0991,0.000179,0.231,0.714,211.27,0VQ0n5gMgJLNixG8BfWBT5,3,230533,FALSE,"Lovin', Touchin', Squeezin'",59,Evolution,D,major,D major,0,0,Journey,0
0.705,0.806,-4.83,0.0814,0.229,0,0.0676,0.763,117.945,6xMHglHoafdDFGXS6qfwSH,4,268693,FALSE,Hot Blooded,59,Double Vision (Expanded),C,major,C major,0,0,Foreigner,0
0.664,0.853,-8.164,0.0348,0.0721,0.00562,0.375,0.873,113.016,222C7bYNwwOlilNeaqtvKW,4,320400,FALSE,Get Down Tonight,15,Get Down Tonight,A#,major,A# major,0,0,KC & The Sunshine Band,0
0.656,0.65,-11.643,0.0574,0.634,0.0147,0.161,0.931,146.268,4t6NQkpUmvpvLDCkl3XuwA,3,157040,FALSE,Hot Fun in the Summertime,49,Greatest Hits,C,major,C major,0,0,Sly & The Family Stone,0
0.613,0.801,-5.165,0.0352,0.133,0,0.545,0.691,149.258,0KlJjhnfwAnPacNd7EH45J,4,218933,FALSE,Always Something There to Remind Me,0,Burning Bridges,G,major,G major,0,0,Naked Eyes,0
0.442,0.878,-6.382,0.083,0.00186,0,0.583,0.869,176.875,7DxFABDwGKY91Mx8uZ2YUH,4,290426,FALSE,Dancing With Myself - EP Version,51,Greatest Hits,E,major,E major,0,0,Generation X,0
0.631,0.932,-4.142,0.0354,0.0436,0.137,0.0918,0.971,122.429,7HKez549fwJQDzx3zLjHKC,4,213066,FALSE,Start Me Up - Remastered 2009,74,Tattoo You (2009 Re-Mastered),F,major,F major,0,0,The Rolling Stones,0
0.419,0.677,-6.183,0.0343,0.00101,9.99E-05,0.211,0.684,127.678,1GqlvSEtMx5xbGptxOTTyk,4,303586,FALSE,Peace of Mind,65,Boston,E,major,E major,0,0,Boston,0
0.673,0.814,-5.411,0.0367,0.0133,0.00293,0.343,0.728,147.193,1gzIbdFnGJ226LTl0Cn2SX,4,252200,FALSE,White Wedding - Pt. 1,68,Billy Idol,A,major,A major,0,0,Billy Idol,0
0.562,0.609,-7.063,0.0271,0.0264,0,0.17,0.512,130.753,7vidktgNZFQylTgH1GEnMs,4,200213,FALSE,Cold as Ice,66,Foreigner (Expanded),D#,minor,D# minor,0,0,Foreigner,0
0.391,0.375,-12.573,0.046,0.0797,0.013,0.143,0.116,153.802,0VV8wkOM4w78A2OHZOTzNP,4,192773,FALSE,Live And Let Die - 2018 Remaster,62,Red Rose Speedway (Archive Collection),G,major,G major,0,0,Wings,0
0.38,0.76,-10.961,0.0378,0.00298,0.0294,0.104,0.491,99.437,24NwBd5vZ2CK8VOQVnqdxr,4,274133,FALSE,Sweet Emotion,51,Toys In The Attic,A,major,A major,0,0,Aerosmith,0
0.653,0.73,-10.613,0.043,0.0114,1.03E-05,0.0754,0.894,108.705,5SZ6zX4rOrEQferfFC2MfP,4,220400,FALSE,Walk This Way,53,Toys In The Attic,F,major,F major,0,0,Aerosmith,0
0.934,0.419,-13.264,0.17,0.333,1.74E-05,0.12,0.878,120.973,3N2nIBN3a9J40PIij4gW5F,4,194000,FALSE,Electric Avenue,46,80's Best Songs,D,major,D major,0,0,The Jamaican Reggae Band,0
0.797,0.566,-11.132,0.0321,0.0608,0.000362,0.14,0.939,116.976,5DQAHkO9U4IZIombHefcqK,4,240293,FALSE,Peg,1,Aja,G,major,G major,0,0,Steely Dan,0
0.54,0.982,-2.962,0.0458,0.435,3.37E-05,0.0457,0.91,126.294,6gQUbFwwdYXlKdmqRoWKJe,4,265773,FALSE,Dude (Looks Like A Lady),67,Permanent Vacation,E,minor,E minor,0,0,Aerosmith,0
0.482,0.786,-5.735,0.032,0.00321,8.88E-05,0.446,0.793,126.755,4DMKwE2E2iYDKY01C335Uw,4,323000,FALSE,Carry on Wayward Son,72,Leftoverture (Expanded Edition),G,major,G major,0,0,Kansas,0
0.581,0.854,-8.485,0.0428,0.00197,0.0013,0.111,0.788,131.18,0K6yUnIKNsFtfIpTgGtcHm,4,259839,FALSE,Limelight,63,Moving Pictures (2011 Remaster),C#,minor,C# minor,0,0,Rush,0
0.359,0.717,-10.309,0.0405,0.015,0.00365,0.36,0.47,121.878,4QySZtWymRGNgrwxZOODKF,4,360333,FALSE,Don't Look Back,55,Don't Look Back,D,major,D major,0,0,Boston,0
0.501,0.702,-8.543,0.0671,0.0872,0.000994,0.0671,0.58,139.095,54TaGh2JKs1pO9daXNXI5q,4,202200,FALSE,Fly By Night,58,Fly By Night,G,major,G major,0,0,Rush,0
0.492,0.552,-12.321,0.0341,0.0151,3.74E-05,0.0723,0.655,105.623,1CQqupcyMg7176PPmIVmSj,4,257226,FALSE,Renegade,65,Pieces Of Eight,G,minor,G minor,0,0,Styx,0
0.365,0.924,-7.066,0.0488,0.0144,0.000254,0.423,0.632,135.811,4e9hUiLsN4mx61ARosFi7p,4,296466,FALSE,The Spirit Of Radio,62,Permanent Waves,E,major,E major,0,0,Rush,0
0.357,0.653,-5.554,0.0654,0.0828,0,0.0844,0.522,176.647,00qOE7OjRl0BpYiCiweZB2,4,259800,FALSE,Juke Box Hero,66,4 (Expanded),A,major,A major,0,0,Foreigner,0
0.538,0.841,-7.547,0.0375,0.0424,0.00177,0.312,0.881,93.077,0emHuukZSuaOzOlsAWHj2W,4,231640,FALSE,"American Woman - 7"" Single Version",54,American Woman (Expanded Edition),A,major,A major,0,0,The Guess Who,0
0.532,0.767,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,2SiXAy7TuUkycRVbbWDEpo,4,210173,FALSE,You Shook Me All Night Long,78,Back In Black,G,major,G major,0,0,AC/DC,0
0.532,0.728,-9.079,0.0352,0.106,0.0108,0.0849,0.69,134.303,3fkPMWQ6cBNBLuFcPyMS8s,4,271000,FALSE,Burnin' for You,64,Fire of Unknown Origin,A,minor,A minor,0,0,Blue Öyster Cult,0
0.284,0.869,-5.833,0.12,0.0462,0,0.306,0.499,205.025,7Ly4DzymgujObKg7wWVHZV,4,236240,FALSE,Beautiful Girls - 2015 Remaster,48,Van Halen II (Remastered),C#,major,C# major,0,0,Van Halen,0
0.404,0.903,-3.88,0.0668,0.577,0.297,0.287,0.498,115.672,3k9i7UzeSUYWIfUZFeFDUd,4,423840,FALSE,Layla - 40th Anniversary Version / 2010 Remastered,0,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),C#,major,C# major,0,0,Derek & The Dominos,0
0.581,0.834,-6.928,0.0338,0.0883,2.83E-05,0.183,0.916,146.159,565hWcHxsYRepQVtIRNYFK,4,199560,FALSE,Rockin' Down the Highway,47,Toulouse Street,D,major,D major,0,0,The Doobie Brothers,0
0.551,0.966,-5.281,0.0803,0.00196,4.05E-05,0.311,0.621,127.303,44OsI9fnqMFEzzGerkTSkd,4,235493,FALSE,Angela,39,Supersonic And Demonic Relics,A#,major,A# major,0,0,Mötley Crüe,0
0.48,0.776,-5.65,0.0432,0.334,0.000217,0.133,0.95,171.135,1plcM0XlbKdjND7Ufokuzb,4,313026,FALSE,Honky Cat,54,Honky Chateau,D,major,D major,0,0,Elton John,0
0.48,0.969,-7.464,0.0854,0.069,0.00022,0.0608,0.494,142.489,0j3p1p06deJ7f9xmJ9yG22,4,163453,FALSE,Back In The U.S.S.R. - Remastered 2009,60,The Beatles (Remastered),A,major,A major,0,0,The Beatles,0
0.627,0.631,-10.76,0.0245,0.208,0,0.144,0.679,109.983,3U4hSjTlK6WU0wORlAne9H,3,202426,FALSE,"Sail On, Sailor - Remastered 2000",47,Holland (Remastered 2000),A,minor,A minor,0,0,The Beach Boys,0
0.586,0.86,-6.752,0.0584,0.0372,0.00109,0.1,0.943,132.865,40tnCfx2mTtHozyaRDcYC5,4,224933,FALSE,The Bitch Is Back,55,Caribou,C#,major,C# major,0,0,Elton John,0
